1999 Vector Prime  ,None
2000 Dark Tide : Onslaught  ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
2000 Dark Tide : Ruin  ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
2000 Agents of Chaos : Hero&apos;s Trial  ,None
2000 Agents of Chaos : Jedi Eclipse  ,"Star Wars is an American epic space-opera media franchise, centered on a film series created by George Lucas that includes Star Wars (1977), The Empire Strikes Back (1980), and Return of the Jedi (1983). The series depicts the adventures of various characters ""a long time ago in a galaxy far, far away"". Many derivative Star Wars works have been produced in conjunction with, between, and after the original trilogy of films, and later installments. This body of work was collectively known as the Star Wars Expanded Universe for decades.In October 2012, The Walt Disney Company acquired Lucasfilm for $4.06 billion. In April 2014, Lucasfilm rebranded the Expanded Universe material as Star Wars Legends and declared it non-canon to the franchise. The company's focus would be shifted towards a restructured Star Wars canon based on new material. The first new canon adult novel was Star Wars: A New Dawn by John Jackson Miller, published in September 2014.This is a list of original novels, novel adaptations, original junior novels, junior novel adaptations, young readers, and short stories in the Star Wars franchise. This list does not include journals, graphic novels or comic books, which can be found in the list of Star Wars comic books. Reference books and roleplaying gamebooks can be found at the list of Star Wars reference books."
2000 Balance Point  ,"The balance of payments (also known as balance of international payments and abbreviated BOP or BoP) of a country is the difference between all money flowing into the country in a particular period of time (e.g., a quarter or a year) and the outflow of money to the rest of the world. These financial transactions are made by individuals, firms and government bodies to compare receipts and payments arising out of trade of goods and services.The balance of payments consists of two components: the current account and the capital account. The current account reflects a country's net income, while the capital account reflects the net change in ownership of national assets."
2001 Recovery  e - book,None
2001 Edge of Victory : Conquest  ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
2001 Edge of Victory : Rebirth  ,"Star Wars: The New Jedi Order (or New Jedi Order or NJO) is a series of 19 science fiction novels, published from 1999 to 2003, set in the Star Wars Expanded Universe. The series revolves around the Yuuzhan Vong invasion of the galaxy 21–25 years after the events depicted in Return of the Jedi. The New Jedi Order was the restored and reformed Jedi organization, following the Great Jedi Purge and subsequent fall of the Galactic Empire. The Jedi Knights, reduced in number to only a handful, were slowly restored, primarily under the leadership of Luke Skywalker. Additional related stories were published, some as e-book novellas (as recently as 2006) and others as comic books (as recent as 2010/2011); these increase the total number of published NJO-related stories to 26.Following Disney's acquisition of Lucasfilm, in 2014, most existing Star Wars spin-off works—including those related to The New Jedi Order—were declared non-canon and rebranded as 'Legends'."
 Emissaries of the Void  short story,"Star Wars is an American epic space-opera media franchise, centered on a film series created by George Lucas that includes Star Wars (1977), The Empire Strikes Back (1980), and Return of the Jedi (1983). The series depicts the adventures of various characters ""a long time ago in a galaxy far, far away"". Many derivative Star Wars works have been produced in conjunction with, between, and after the original trilogy of films, and later installments. This body of work was collectively known as the Star Wars Expanded Universe for decades.In October 2012, The Walt Disney Company acquired Lucasfilm for $4.06 billion. In April 2014, Lucasfilm rebranded the Expanded Universe material as Star Wars Legends and declared it non-canon to the franchise. The company's focus would be shifted towards a restructured Star Wars canon based on new material. The first new canon adult novel was Star Wars: A New Dawn by John Jackson Miller, published in September 2014.This is a list of original novels, novel adaptations, original junior novels, junior novel adaptations, young readers, and short stories in the Star Wars franchise. This list does not include journals, graphic novels or comic books, which can be found in the list of Star Wars comic books. Reference books and roleplaying gamebooks can be found at the list of Star Wars reference books."
2001 Star by Star  ,"Rock Star is a 2001 American musical comedy-drama film directed by Stephen Herek from a script by John Stockwell and starring Mark Wahlberg and Jennifer Aniston. It tells the story of Chris ""Izzy"" Cole, a tribute band singer who ascended to the position of lead vocalist of his favorite band, which was inspired by the real-life story of Tim ""Ripper"" Owens, singer in a Judas Priest tribute band who was chosen to replace singer Rob Halford when he left the band. After opting the filming rights to the story, Warner Bros. hired Stockwell to write the script. Brad Pitt was initially signed to play the lead role but left due to creative differences, and Wahlberg was eventually hired for the part. Rock Star garnered mixed reviews from critics and was a box office flop, grossing $19 million worldwide against a production budget of $57 million."
