Alexander Campbell July 1 1867 November 7 1873 ,"The First Canadian Ministry was the first cabinet chaired by Prime Minister John A. Macdonald.  It governed Canada from 1 July 1867 to 5 November 1873, including all of the 1st Canadian Parliament as well as the first eight months of the Second.  The government was formed by the Liberal-Conservative Party in coalition with the old Conservative Party of Canada.  Macdonald was also Prime Minister in the Third Canadian Ministry."
Luc Letellier de St - Just November 7 1873 December 14 1876 ,"The Third Legislature of Quebec was the provincial legislature of Quebec, Canada from 1875 to 1878, following the general election of 1875.In the 1875 election, Premier Charles Boucher de Boucherville and the Conservative Party of Quebec won a majority in the Legislative Assembly and continued in office with a majority government. However, in 1878, de Boucherville was dismissed from office by the Lieutenant Governor of Quebec Luc Letellier de Saint-Just, who appointed Henri-Gustave Joly de Lotbinière, the leader of the Quebec Liberal Party as premier.Joly de Lotbinière formed a minority government.  It was the first time the Liberals were in office since Quebec had been created in 1867, and the first minority government in Quebec's history. Lotbinière immediately called a general election due to the minority status of his government.The Legislature held three annual sessions, with the first session called on November 4, 1875. The Legislature was dissolved on March 22, 1878, leading to the 1878 general election on May 1, 1878."
Sir Richard William Scott December 14 1876 October 7 1878 ,"This is a list of colonial administrators in the Gold Coast (modern Ghana) from the start of English presence in 1621 until Ghana's independence from the United Kingdom in 1957. In addition to the Gold Coast Colony, the Governor of Gold Coast was for most of the period also responsible for the administration of the Ashanti Colony, the Northern Territories of the Gold Coast Protectorate and the League of Nations/United Nations mandate/trust territory of British Togoland."
Alexander Campbell October 18 1878 January 26 1887 ,"The  Treasurer of New South Wales, known from 1856 to 1959 as the Colonial Treasurer of New South Wales, is the minister in the Government of New South Wales responsible for government expenditure and revenue raising and is the head of the New South Wales Treasury. The Treasurer plays a key role in the economic policy of the government.The current Treasurer, since 5 October 2021 is The Honourable Matt Kean . The Treasurer is assisted in his portfolio, also since 5 October 2021, by the Minister for Trade and Industry and the Minister for Jobs, Investment, Tourism and Western Sydney, currently The Hon. Stuart Ayres ; and the Minister for Finance and Small Business, currently The Hon. Damien Tudehope MLC. Ayres and Tudehope were appointed with effect from 2 April 2019.Each year, the Treasurer presents the NSW Budget to the Parliament. In some other countries the equivalent role is the Minister for Finance, although NSW has had a separate office of that name responsible for regulating government spending. For 103 years the Treasurer was originally known as the 'Colonial Treasurer', however the 'Colonial' word was removed with the passing of the Ministers of the Crown Act 1959 (NSW) from 1 April 1959.Treasurers Forster, Stuart, Dibbs, Jennings, Reid, Lyne, Waddell, Carruthers, McGowen, Holman, Fuller, Lang, Bavin, Stevens, Mair, McKell, McGirr, Cahill, Heffron, Renshaw, Askin, Lewis, Willis, Wran, Greiner, Fahey and Iemma were also Premier during some or all of their period as Treasurer. By convention, the Treasurer is usually a member of the Legislative Assembly. The exception to this were Treasurers Egan, Costa and Roozendaal, who were members of the Legislative Council during their tenure as Treasurer. Egan is the longest serving Treasurer of New South Wales.The Treasurer administers his or her portfolio responsibilities through The Treasury cluster, and in particular The Treasury and a range of other government agencies."
Sir John Joseph Caldwell Abbott May 12 1887 October 30 1893 ,"Sir John Joseph Caldwell Abbott  (March 12, 1821 – October 30, 1893) was a Canadian lawyer and politician who served as the third prime minister of Canada from 1891 to 1892. He held office as the leader of the Conservative Party.Abbott was born in what is now Saint-André-d'Argenteuil, Quebec. He studied law at McGill University and became one of Montreal's best-known lawyers, later returning to McGill as a professor of law and earning a Doctor of Civil Law degree. He was perhaps best known for his successful defence of the perpetrators of the St. Albans Raid. Abbott involved himself in politics from a young age, signing the Montreal Annexation Manifesto in 1849 – which he later regretted – and winning election to the Legislative Assembly of the Province of Canada in 1860. In the lead-up to Confederation he was a prominent advocate for the rights of English-speaking Quebecers.In the 1867 federal election, Abbott was elected to the new House of Commons of Canada as a member of the Conservative Party. A telegram leaked from his office played a key part in the Pacific Scandal of 1873, which led to the downfall of John A. Macdonald's first government. Abbott was appointed to the Senate in 1887, in order to become Leader of the Government in the Senate. He became prime minister in June 1891 following Macdonald's death in office.  He was the first native-born Canadian prime minister, both Macdonald and Alexander Mackenzie having been born in Scotland. Abbott was 70 years old at the time, and served only until November 1892 when he retired due to ill health. He died the following year."
Sir Mackenzie Bowell October 31 1893 April 27 1896 ,"Sir Mackenzie Bowell  (; December 27, 1823 – December 10, 1917) was a Canadian newspaper publisher and politician, who served as the fifth prime minister of Canada, in office from 1894 to 1896.Bowell was born in Rickinghall, Suffolk, England. He and his family moved to Belleville, Ontario, in 1832. His mother died two years after their arrival. When in his early teens, Bowell was apprenticed to the printing shop of the local newspaper, the Belleville Intelligencer, and some 15 years later, became its owner and proprietor.In 1867, following Confederation, he was elected to the House of Commons for the Conservative Party. Bowell entered cabinet in 1878, and would serve under three prime ministers: John A. Macdonald, John Abbott, and John Thompson. He served variously as Minister of Customs (1878–1892), Minister of Militia and Defence (1892), and Minister of Trade and Commerce (1892–1894). Bowell kept his Commons seat continuously for 25 years, through a period of Liberal Party rule in the 1870s. In 1892, Bowell was appointed to the Senate. He became Leader of the Government in the Senate the following year.In December 1894, Prime Minister Thompson unexpectedly died in office, aged only 49. The Earl of Aberdeen, Canada's governor general, appointed Bowell to replace Thompson as prime minister, due to his status as the most senior cabinet member. The main problem of Bowell's tenure as prime minister was the Manitoba Schools Question. His attempts at compromise alienated members of his own party, and following a Cabinet revolt in early 1896 he was forced to resign in favour of Charles Tupper. Bowell stayed on as a senator until his death at the age of 93, but never again held ministerial office; he served continuously as a Canadian parliamentarian for 50 years."
Sir Oliver Mowat August 19 1896 November 18 1897 ,"Sir Oliver Mowat,  (July 22, 1820 – April 19, 1903) was a Canadian lawyer, politician, and Liberal Party leader. He served for nearly 24 years as the third premier of Ontario. He was the eighth lieutenant governor of Ontario and one of the Fathers of Confederation. He is best known for defending successfully the constitutional rights of the provinces in the face of the centralizing tendency of the national government as represented by his longtime conservative adversary, John A. Macdonald. This longevity and power was due to his political maneuvering, in terms of building a political base around Liberals, Catholics, trade unions, and anti-French-Canadian sentiment.Despite years of public service, Mowat never achieved the fame and public attention of his conservative rival John A. Macdonald who sought to outmaneuver him during their public life. Their personal relationship and political competition has become one of the foremost examples of political rivalry in Canadian politics."
David Mills November 18 1897 February 7 1902 ,"The minister of justice and attorney general of Canada (French: ministre de la justice et procureur général du Canada) is a dual-role portfolio in the Canadian Cabinet.The officeholder in the role of Minister of Justice (French: Ministre de la Justice) serves as the minister of the Crown responsible for the Department of Justice and the justice portfolio, and in the role of Attorney General (French: Procureur général), litigates on behalf of the Crown and serves as the chief legal advisor to the Government of Canada. (Though most prosecution functions of the attorney general have been assigned to the Public Prosecution Service of Canada. The attorney general is supported in this role by the director of public prosecutions.)"
Sir Richard William Scott December 14 1902 1908 ,None
Sir Richard John Cartwright 1909 October 6 1911 ,None
