Casino Royale 1953,"Casino Royale is a 2006 spy film, the twenty-first in the Eon Productions James Bond series, and the third screen adaptation of Ian Fleming's 1953 novel of the same name. Directed by Martin Campbell and written by Neil Purvis, Robert Wade and Paul Haggis, it is the first film to star Daniel Craig as the fictional MI6 agent James Bond, and was produced by Eon Productions for Metro-Goldwyn-Mayer and Columbia Pictures, making it the first Eon-produced Bond film to be co-produced by Columbia. Following Die Another Day, Eon Productions decided to reboot the series, allowing them to show a less experienced and more vulnerable Bond.Casino Royale takes place at the beginning of Bond's career as Agent 007, as he is earning his licence to kill. The plot has Bond on an assignment to bankrupt terrorist financier Le Chiffre (Mads Mikkelsen) in a high-stakes poker game at the Casino Royale in Montenegro; Bond falls in love with Vesper Lynd (Eva Green), a treasury employee assigned to provide the money he needs for the game. The film begins a story arc that continues in the 2008 film, Quantum of Solace.Casting involved a widespread search for a new actor to succeed Pierce Brosnan as James Bond; the choice of Craig, announced in October 2005, drew controversy. Location filming took place in the Czech Republic, the Bahamas, Italy, and the United Kingdom with interior sets built at Barrandov Studios and Pinewood Studios.Casino Royale premiered at the Odeon Leicester Square on 14 November 2006. It received an overwhelmingly positive critical response, with reviewers highlighting Craig's reinvention of the character and the film's departure from the tropes of previous Bond films. It earned over $616 million worldwide, becoming the highest-grossing James Bond film until the release of Skyfall in 2012."
Live and Let Die 1954,"Live and Let Die is the second novel in Ian Fleming's James Bond series of stories. Set in London, the United States and Jamaica, it was first published in the UK by Jonathan Cape on 5 April 1954. Fleming wrote the novel at his Goldeneye estate in Jamaica before his first book, Casino Royale, was published; much of the background came from Fleming's travel in the US and knowledge of Jamaica.The story centres on Bond's pursuit of ""Mr Big"", a criminal who has links to the American criminal network, the world of voodoo and SMERSH—an arm of the Soviet secret service—all of which are threats to the First World. Bond becomes involved in the US through Mr Big's smuggling of 17th-century gold coins from British territories in the Caribbean. The novel deals with the themes of the ongoing East–West struggle of the Cold War, including British and American relations, Britain's position in the world, race relations, and the struggle between good and evil.As with Casino Royale, Live and Let Die was broadly well received by the critics. The initial print run of 7,500 copies quickly sold out and a second print run was ordered within the year. US sales, when the novel was released there a year later, were much slower. Following a comic strip adaptation in 1958–59 by John McLusky in the Daily Express, the novel was adapted in 1973 as the eighth film in the Eon Productions Bond series and the first to star Roger Moore as Bond. Major plot elements from the novel were also incorporated into the Bond films For Your Eyes Only in 1981 and Licence to Kill in 1989."
Moonraker 1955,"Moonraker is the third novel by the British author Ian Fleming to feature his fictional British Secret Service agent James Bond. It was published by Jonathan Cape on 5 April 1955 and featured a cover design conceived by Fleming. The plot is derived from a Fleming screenplay that was too short for a full novel so he added the passage of the bridge game between Bond and the industrialist Hugo Drax. In the latter half of the novel, Bond is seconded to Drax's staff as the businessman builds the Moonraker, a prototype missile designed to defend England. Unknown to Bond, Drax is German, an ex-Nazi now working for the Soviets; his plan is to build the rocket, arm it with a nuclear warhead, and fire it at London. Uniquely for a Bond novel, Moonraker is set entirely in Britain, which raised comments from some readers, complaining about the lack of exotic locations.Moonraker, like Fleming's previous novels, was well received by critics. It plays on several 1950s fears, including attack by rockets (following the V-2 strikes of the Second World War), nuclear annihilation, Soviet communism, the re-emergence of Nazism and the ""threat from within"" posed by both ideologies. Fleming examines Englishness, and the novel shows the virtues and strength of England. Adaptations include a broadcast on South African radio in 1956 starring Bob Holness and a 1958 Daily Express comic strip. The novel's name was used in 1979 for the eleventh official film in the Eon Productions Bond series and the fourth to star Roger Moore as Bond; the plot was significantly changed from the novel to include excursions into space."
Diamonds Are Forever 1956,"Diamonds Are Forever is the fourth novel by the English author Ian Fleming to feature his fictional British Secret Service agent James Bond. Fleming wrote the story at his Goldeneye estate in Jamaica, inspired by a Sunday Times article on diamond smuggling. The book was first published by Jonathan Cape in the United Kingdom on 26 March 1956.The story centres on Bond's investigation of a diamond-smuggling operation that originates in the mines of Sierra Leone and runs to Las Vegas. Along the way Bond meets and falls in love with one of the members of the smuggling gang, Tiffany Case. Much of Fleming's background research formed the basis for his non-fiction 1957 book The Diamond Smugglers. Diamonds Are Forever deals with international travel, marriage and the transitory nature of life.As with Fleming's previous novels, Diamonds Are Forever received broadly positive reviews at the time of publication. The story was serialised in the Daily Express newspaper, first in an abridged, multi-part form and then as a comic strip. In 1971 it was adapted into the seventh Bond film in the series and was the last Eon Productions film to star Sean Connery as Bond."
From Russia with Love 1957,None
Dr . No 1958,"Dr. No is a 1962 spy film directed by Terence Young. It is based on the 1958 novel of the same name by Ian Fleming. Starring Sean Connery, Ursula Andress, Joseph Wiseman, and Jack Lord, it is the first film in the James Bond series, and was adapted by Richard Maibaum, Johanna Harwood, and Berkely Mather. The film was produced by Harry Saltzman and Albert R. Broccoli, a partnership that continued until 1975.In the film, James Bond is sent to Jamaica to investigate the disappearance of a fellow British agent. The trail leads him to the underground base of Dr. No, who is plotting to disrupt an early American space launch from Cape Canaveral with a radio beam weapon. Although it was the first of the Bond books to be made into a film, Dr. No was not the first of Fleming's novels. Casino Royale was the debut for the character; however, the film makes a few references to threads from earlier books. This film makes reference to later books in the series as well, such as the criminal organisation SPECTRE, which was not introduced until the 1961 novel Thunderball.Produced on a low budget, Dr. No was a financial success. While the film received a mixed critical reaction upon release, it has gained a reputation over time as one of the series' best instalments. Dr. No also launched a genre of ""secret agent"" films that flourished in the 1960s. The film also spawned a comic book adaptation and soundtrack album as part of its promotion and marketing.Many aspects of a typical James Bond film were established in Dr. No: the film begins with an introduction to the character through the view of a gun barrel and a highly stylised main title sequence, both of which were created by Maurice Binder. It also established the iconic ""James Bond"" theme music. Production designer Ken Adam established an elaborate visual style that is one of the hallmarks of the film series."
Goldfinger 1959,"Goldfinger is the seventh novel in Ian Fleming's James Bond series. Written in January and February 1958, it was first published in the UK by Jonathan Cape on 23 March 1959. The story centres on the investigation by the British Secret Service operative James Bond into the gold smuggling activities of Auric Goldfinger, who is also suspected by MI6 of being connected to SMERSH, the Soviet counter-intelligence organisation. As well as establishing the background to the smuggling operation, Bond uncovers a much larger plot: Goldfinger plans to steal the gold reserves of the United States from Fort Knox.Fleming developed the James Bond character in Goldfinger, presenting him as a more complex individual than in the previous novels, and bringing out a theme of Bond as a St George figure. This theme is echoed by the fact that it is a British agent sorting out an American problem. In common with his other Bond stories, Fleming used the names of people he knew, or knew of, throughout his story, including the book's eponymous villain, who was named after the architect Ernő Goldfinger. On learning of the use of his name, Goldfinger threatened to sue, before the matter was settled out of court. Auric Goldfinger is obsessed by gold and—to Bond's eye—a gauche individual with unusual appetites; Fleming probably based the character on the American gold tycoon Charles W. Engelhard Jr. Fleming also used his own experiences within the book; the round of golf played with Goldfinger was based on a 1957 tournament at the Berkshire Golf Club in which Fleming partnered Peter Thomson, the winner of The Open Championship.On its release, Goldfinger went to the top of the best-seller lists; the novel was broadly well received by the critics and was favourably compared to the works of the thriller writers H. C. McNeile and John Buchan. Goldfinger was serialised as a daily story and as a comic strip in the Daily Express, before it became the third James Bond feature film of the Eon Productions series, released in 1964 and starring Sean Connery as Bond. In 2010 Goldfinger was adapted for BBC Radio with Toby Stephens as Bond and Sir Ian McKellen as Goldfinger."
For Your Eyes Only ,"For Your Eyes Only is a 1981 British spy film directed by John Glen (in his feature directorial debut) and produced by Albert R. Broccoli. The film stars Roger Moore as the fictional MI6 agent James Bond, and co-stars Carole Bouquet, Chaim Topol, Lynn-Holly Johnson, and Julian Glover.The twelfth film in the James Bond franchise produced by Eon Productions, For Your Eyes Only was written by Richard Maibaum and Michael G. Wilson, based on two Ian Fleming short stories ""For Your Eyes Only"" and ""Risico"". In the plot, Bond attempts to locate a missile command system while becoming tangled in a web of deception spun by rival Greek businessmen along with Melina Havelock, a woman seeking to avenge the murder of her parents. Some writing elements were inspired by the novels Live and Let Die, Goldfinger, and On Her Majesty's Secret Service.After the science fiction-focused Moonraker, the producers wanted a return to the style of the early Bond films and the works of 007 creator Fleming. For Your Eyes Only followed a grittier, more realistic approach and a narrative theme of revenge and its consequences rather than the fantasy narrative of Moonraker. Filming locations included Greece, Italy and England, while underwater footage was shot in The Bahamas. Scottish pop star Sheena Easton performed the title theme song.For Your Eyes Only was released in the UK on 24 June 1981 and in the US two days later; it received a mixed to positive critical reception. The film's reputation has improved over time, with reviewers praising the more serious tone. The film was a financial success, generating $195.3 million worldwide. This was the final Bond film to be distributed solely by United Artists; the company was absorbed by Metro-Goldwyn-Mayer soon after this film's release."
Thunderball 1961,None
The Spy Who Loved Me 1962,None
