Eric Rohmann My Friend Rabbit,"My Friend Rabbit is a children's picture book written and illustrated by Eric Rohmann.  Published in 2002, the book is a lighthearted tale about the friendship between a mouse and a rabbit. Rohmann won the 2003 Caldecott Medal for his illustrations. The book was adapted into an animated television series in 2007."
David Wiesner The Three Pigs,"The Three Pigs is a children's picture book written and illustrated by David Wiesner. Published in 2001, the book is based on the traditional tale of the Three Little Pigs, though in this story they step out of their own tale and wander into others, depicted in different illustration styles. Wiesner won the 2002 Caldecott Medal for his illustrations, Wiesner's second of three such medals."
David Small So You Want to Be President,"So You Want to Be President? is a children's picture book written by Judith St. George and illustrated by David Small. Published in 2000, the book features a comprehensive guide to the Presidents of the United States. The book includes information about the education, family, and prior occupations of Presidents, as well as facts about their Vice Presidents. David Small won the 2001 Caldecott Medal for his illustrations."
Simms Taback Joseph Had a Little Overcoat,"Joseph Had a Little Overcoat is a picture book by Simms Taback that won the 2000 Caldecott Medal.  The book is a re-illustrated version of a book of the same name by Taback that was published in 1977. The protagonist is Joseph, a Jewish farmer, who has a little striped overcoat. When it grows old, Joseph makes it into a little jacket and so on until he makes it into a button. Ultimately, Joseph loses the button, but is prompted to write a book based on his experiences. The moral of the story is ""you can always make something out of nothing."" In 2001, an 11-minute animated film based on the book was directed by Daniel Ivanick and narrated by Rob Reiner by Weston Woods Studios, Inc.The story has die-cut illustrations consisting of watercolor and collage.  Readers of the story say that Joseph greatly resembles Simms Taback.Joseph Had a Little Overcoat is based on the Yiddish song I Had a Little Overcoat.  Barbara Kiefer, chair of the Caldecott Award Committee, commented, ""Vibrant rich colors, playful details, and skillfully-placed die cuts contribute to the books raucous merriment that takes this Yiddish folk song far beyond the simple words.""An animated version of the book was read on the children's show Between the Lions."
Mary Azarian Snowflake Bentley,"Wilson Alwyn Bentley (February 9, 1865 – December 23, 1931), also known as Snowflake Bentley, was an American meteorologist and photographer, who was the first known person to take detailed photographs of snowflakes and record their features. He perfected a process of catching flakes on black velvet in such a way that their images could be captured before they either melted or sublimated.Kenneth G. Libbrecht notes that the techniques used by Bentley to photograph snowflakes are essentially the same as those used today, and that while the quality of his photographs reflects the technical limitations of the equipment of the era, ""he did it so well that hardly anybody bothered to photograph snowflakes for almost 100 years"". The broadest collection of Bentley's photographs is held by the Jericho Historical Society in his home town, Jericho, Vermont.Bentley donated his collection of original glass-plate photomicrographs of snow crystals to the Buffalo Museum of Science. A portion of this collection has been digitized and organized into a digital library."
Paul O . Zelinsky Rapunzel,"Rapunzel is a book by Paul O. Zelinsky retelling the Grimm brothers' ""Rapunzel"" story. Released by Dutton Press, it was the recipient of the Caldecott Medal for illustration in 1998.The story is a retelling of the original 1812 version, which leaves in details not present in later versions, such as Rapunzel giving birth to twins by the prince."
David Wisniewski Golem,"Golem is a 1996 picture book written and illustrated by David Wisniewski.  With illustrations made of cut-paper collages, it is Wisniewski's retelling of the Jewish folktale of the Golem with a one-page background at the end.The story is set in year 1580 in Prague, and the Jews are being persecuted. Judah Loew ben Bezalel, the town rabbi, can think of nothing more than creating a being out of mud and bringing it to life, using the holy name of God, to protect them. Once the Golem stops the persecution, Rabbi Loew erases the letters on the Golem's head, making the Golem ""sleep the dreamless sleep of clay"". The ending is ambiguous, ending with the words: ""But many say he could awaken. Perhaps when the desperate need for justice is united with holy purpose, Golem will come to life once more.""The book won the Caldecott Medal in 1997."
Peggy Rathmann Officer Buckle and Gloria,"Officer Buckle and Gloria is the name of the 1995 picture book by Peggy Rathmann that won the 1996 Caldecott Medal. Based on a 2007 online poll, the National Education Association listed the book as one of its ""Teachers' Top 100 Books for Children."" It was one of the ""Top 100 Picture Books"" of all time in a 2012 poll by School Library Journal. The animated adaptation, narrated by John Lithgow and animated by Chris Larson, was released in 1997 by Weston Woods Studios."
David Diaz Smoky Night,"David Díaz (born 1960) is an American illustrator of children's books. He won the 1995 Caldecott Medal for U.S. picture book illustration recognizing Smoky Night by Eve Bunting. He lives in Carlsbad, California."
Say Grandfather&apos;s Journey,"William Jefferson Clinton (né Blythe III; born August 19, 1946) is an American politician and attorney who served as the 42nd president of the United States from 1993 to 2001. He previously served as governor of Arkansas from 1979 to 1981 and again from 1983 to 1992, and as attorney general of Arkansas from 1977 to 1979. A member of the Democratic Party, Clinton became known as a New Democrat, as many of his policies reflected a centrist ""Third Way"" political philosophy. He is the husband of Hillary Clinton, who was secretary of state from 2009 to 2013 and the Democratic nominee for president in the 2016 presidential election.Clinton was born and raised in Arkansas and attended Georgetown University. He received a Rhodes Scholarship to study at University College, Oxford, and after he later graduated Yale Law School. He met Hillary Rodham at Yale; they married in 1975. After graduating from law school, Clinton returned to Arkansas and won election as state attorney general, followed by two non-consecutive terms as Arkansas governor. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in the 1992 presidential election, defeating incumbent Republican president George Bush and independent businessman Ross Perot. At 46 years old, Clinton became the third-youngest president of the United States.Clinton presided over the longest period of peacetime economic expansion in American history. He signed into law the North American Free Trade Agreement (NAFTA) and the Violent Crime Control and Law Enforcement Act, but failed to pass his plan for national health care reform. In the 1994 elections, the Republican Party won unified control of Congress for the first time in 40 years. In 1996, however, he was reelected in a landslide. During this time Clinton began an ideological evolution as he became much more conservative in his domestic policy advocating for welfare reform and the State Children's Health Insurance Program, as well as financial deregulation measures. He also appointed Ruth Bader Ginsburg and Stephen Breyer to the U.S. Supreme Court. During the last three years of Clinton's presidency, the Congressional Budget Office reported a budget surplus—the first such surplus since 1969. In foreign policy, Clinton ordered U.S. military intervention in the Bosnian and Kosovo wars, signed the Dayton Peace agreement, signed the Iraq Liberation Act in opposition to Saddam Hussein, participated in the Oslo I Accord and Camp David Summit to advance the Israeli–Palestinian peace process, and assisted the Northern Ireland peace process.Clinton's second term would be dominated by the Monica Lewinsky scandal which began in 1996, when Clinton began a sexual affair with 22-year-old White House intern Monica Lewinsky. In January 1998, news of the sexual relationship made tabloid headlines. The scandal escalated throughout the year, culminating on December 19 when Clinton was impeached by the House of Representatives, becoming the second U.S. president to be impeached after Andrew Johnson. The two impeachment articles that the house passed were based on Clinton using the powers of the presidency to obstruct the investigation and that Clinton lied under oath. The following year saw the impeachment trial begin in the Senate, but Clinton was acquitted on both charges as the Senate failed to cast 67 votes against him, the conviction threshold.Clinton left office with the highest end-of-term approval rating of any U.S. president since Franklin Roosevelt. His presidency has been ranked among the upper tier in historical rankings of U.S. presidents. However, his personal conduct and claims against him of sexual assault have made him the subject of substantial scrutiny. Since leaving office, Clinton has been involved in public speaking and humanitarian work. He created the Clinton Foundation to address international causes such as the prevention of HIV/AIDS and global warming. In 2009, he was named the United Nations Special Envoy to Haiti. After the 2010 Haiti earthquake, Clinton and George W. Bush formed the Clinton Bush Haiti Fund. He has remained active in Democratic Party politics, campaigning in his wife's 2008 presidential campaign and 2016 presidential campaign. He endorsed Barack Obama in the 2012 presidential election."
