 Homer&apos;s Barbershop Quartet    9F21,None
 Cape Feare    9F22,"""Cape Feare"" is the second episode of the fifth season of the American animated television series The Simpsons. It originally aired on the Fox network in the United States on October 7, 1993. The episode features guest star Kelsey Grammer in his third major appearance as Sideshow Bob, who attempts to kill Bart Simpson again after getting out of jail, spoofing the 1962 film Cape Fear and its 1991 remake. Both films are based on John D. MacDonald's 1957 novel The Executioners and allude to other horror films such as Psycho.The episode was written by Jon Vitti and directed by Rich Moore. The idea was pitched by Wallace Wolodarsky, who wanted to parody Cape Fear. Originally produced as the last episode for the fourth season, it was held over to the fifth and was, therefore, the last episode produced by the show's original writers, most of whom subsequently left. The production crew found it difficult to stretch ""Cape Feare"" to the standard duration of half an hour (less time for commercials), and consequently padded several scenes. In one such sequence, Sideshow Bob continually steps on rakes, the handles of which then hit him in the face; this scene has been cited as one of the show's most memorable moments. Despite this, ""Cape Feare"" is considered one of the darkest episodes of The Simpsons. The score received an Emmy Award nomination."
 Rosebud    1F01,"The Rosebud Indian Reservation (RIR) is an Indian reservation in South Dakota, United States.  It is the home of the federally recognized Sicangu Oyate (the Upper Brulé Sioux Nation) – also known as Sicangu Lakota, and the Rosebud Sioux Tribe (RST), a branch of the Lakota people.  The Lakota name Sicangu Oyate translates into English as ""Burnt Thigh Nation""; the French term ""Brulé Sioux"" is also used.The Rosebud Indian Reservation was established in 1889 after the United States' partition of the Great Sioux Reservation.  Created in 1868 by the Treaty of Fort Laramie, the Great Sioux Reservation originally covered all of West River, South Dakota (the area west of the Missouri River), as well as part of northern Nebraska and eastern Montana.Since then, the reservation has been reduced considerably in size, as has happened with the other Sioux reservations. Today it includes only Todd County, South Dakota, and certain communities and lands in the four adjacent counties."
 Homer Goes To College    1F02,"""Homer Goes to College"" is the third episode of the fifth season of the American animated television series The Simpsons. It originally aired on the Fox network in the United States on October 14, 1993. In the episode, Homer causes a nuclear meltdown during a plant inspection and is required to study nuclear physics at college. When Homer neglects his studies, the college dean has three nerds tutor him. Homer enlists the nerds' help in playing a prank on a rival college, leading to their expulsion. Homer invites them to live with the Simpsons, who soon grow tired of their new housemates.The episode was written by Conan O'Brien and directed by Jim Reardon. It was the final episode of the show for which Conan O'Brien received sole writing credit. O'Brien would leave the series halfway through the production of the season to host his own show, Late Night with Conan O'Brien. He had been working on this episode when he was informed that he had received the job and was forced to walk out on his contract.The episode contains several references to the film Animal House as well as Monty Python and the Holy Grail, Star Trek and the song ""Louie Louie"" by The Kingsmen, which plays during the end credits. Since airing, the episode has received mostly positive reviews from television critics. It acquired a Nielsen rating of 11.3, and it was tied with Beverly Hills, 90210 as the highest-rated show on the Fox network the week it aired."
 Marge on the Lam    1F03,"""Marge on the Lam"" is the sixth episode of the fifth season of the American animated television series The Simpsons. It originally aired on the Fox network in the United States on November 4, 1993. After Marge invites her neighbor Ruth Powers to attend the ballet, they become friends. Homer grows jealous of their friendship and pursues them, resulting in a police chase led by Chief Wiggum that ends in near-disaster.The episode, which serves largely as a parody of the film Thelma & Louise and the Dragnet franchise, was written by Bill Canterbury and directed by Mark Kirkland. Phil Hartman, Pamela Reed and George Fenneman were the guest stars."
 Tree House of Horror IV : The Simpson&apos;s Halloween Special IV    1F04,"For nearly the entire history of film production, certain films have been banned by film censorship or review organizations for political or moral reasons or for controversial content, such as racism. Censorship standards vary widely by country, and can vary within an individual country over time due to political or moral change.Many countries have government-appointed or private commissions to censor and rate productions for film and television exhibition. While it is common for films to be edited to fall into certain rating classifications, this list includes only films that have been explicitly prohibited from public screening. In some countries, films are banned on a wide scale; these are not listed in this table."
 Bart&apos;s Inner Child    1F05,None
 Boy Scoutz N the Hood    1F06,"""Boy-Scoutz 'n the Hood"" is the eighth episode of the fifth season of the American animated television series The Simpsons. It originally aired on the Fox network in the United States on November 18, 1993. In the episode, Bart, intoxicated from an all-syrup Squishee, mistakenly joins the Junior Campers, a Boy Scout-style organization. Homer and Bart join a father-son rafting trip which goes awry when they are stranded at sea.The episode was written by Dan McGrath and directed by Jeffrey Lynch. Ernest Borgnine guest starred in the episode as himself. He recorded his lines at the Village Recorder in West Los Angeles. The episode makes cultural references to the films My Dinner with Andre, The Terminator, On the Town, ""Crocodile"" Dundee, Deliverance, Friday the 13th, and Boyz n the Hood (in the title) as well as the song ""Sugar, Sugar"" by The Archies. Since airing, the episode has received mostly positive reviews from television critics. It acquired a Nielsen rating of 13.0, and was the highest-rated show on the Fox network the week it aired."
 The Last Temptation of Homer    1F07,"""The Last Temptation of Homer"" is the ninth episode of the fifth season of the American animated television series The Simpsons. It originally aired on the Fox network in the United States on December 9, 1993. In the episode, a female employee named Mindy is hired at the nuclear power plant. Homer and Mindy find themselves attracted to each other after bonding over their shared interests of beer, donuts and television. Although Homer is tempted to sleep with Mindy, he remains faithful to his wife Marge. Meanwhile, Bart becomes an outcast after medical treatments make him look like a nerd.The episode was written by Frank Mula and directed by Carlos Baeza. It features cultural references to films such as The Wizard of Oz, It's A Wonderful Life, and A Christmas Carol. It did not get the usual amount of laughs at the test screenings, which made the staff worry the show was not as funny as they expected.Since airing, the episode has received mostly positive reviews from television critics; guest star Michelle Pfeiffer was especially praised for her performance as Mindy, which was highlighted on Entertainment Weekly's list of the 16 best guest appearances on The Simpsons. It acquired a Nielsen rating of 12.7, and was the highest-rated show on the Fox network the week it aired."
 $pringfield ( or How I Learned to Stop Worrying and Love Legalized Gambling )    1F08,"""$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)"", simply known as ""$pringfield"", is the tenth episode of the fifth season of the American animated television series The Simpsons, and the 91st episode overall. It originally aired on the Fox network in the United States on December 16, 1993. In the episode, Springfield legalizes gambling to revitalize its economy. Mr. Burns opens a casino where Homer is hired as a blackjack dealer. Marge develops a gambling addiction, Bart opens a casino in his treehouse, and Burns' appearance and mental state deteriorate in a parody of Howard Hughes.The episode was written by Bill Oakley and Josh Weinstein, and directed by Wes Archer. Gerry Cooney and Robert Goulet guest starred as themselves. The episode features cultural references to the films Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Wizard of Oz, Rain Man, and 2001: A Space Odyssey. Since airing, the episode has received mostly positive reviews from television critics. It acquired a Nielsen rating of 11.7, and was the highest-rated show on the Fox network the week it aired."
