Brock University St . Catharines   ,"Brock University is a public research university in St. Catharines, Ontario, Canada. It is the only university in Canada in a UNESCO Biosphere Reserve, at the centre of Canada's Niagara Peninsula on the Niagara Escarpment. The university bears the name of Maj.-General Sir Isaac Brock, who was responsible for defending Upper Canada against the United States during the War of 1812.Brock offers a wide range of programs at the undergraduate and graduate levels, including professional degrees. Brock was ranked third among Canadian universities in the undergraduate category for research publication output and impact indicators in 2008 (the most recent ranking completed). Brock University is the only school in Canada and internationally to offer the MICA (Mathematics Integrated with Computing and Applications) program. Brock University's Department of Health Sciences offers the only undergraduate degree in Public Health in Canada. At the graduate level, Brock offers 49 programs, including nine PhD programs.Brock's co-op program is Canada's fifth-largest, and the third largest in Ontario as of 2011.Graduates enjoy one of the highest employment rates of all Ontario universities at 97.2 percent.Brock has 12 Canada Research Chairs and nine faculty members who have received the 3M Teaching Fellowship Award, the only national award that recognizes teaching excellence and educational leadership."
Carleton University Ottawa   ,"Carleton University is a public research university in Ottawa, Ontario, Canada. Founded in 1942 as Carleton College, the institution originally operated as a private, non-denominational evening college to serve returning World War II veterans. Carleton was chartered as a university by the provincial government in 1952 through The Carleton University Act, which was then amended in 1957, giving the institution its current name. The university is named for the now-dissolved Carleton County, which included the city of Ottawa at the time the university was founded. Carleton County, in turn, was named in honour of Guy Carleton, the 1st Baron Dorchester, who was Governor General of The Canadas from 1786 to 1796. The university moved to its current campus in 1959, growing rapidly in size during the 1960s as the Ontario government increased support for post-secondary institutions and expanded access to higher education.Carleton offers a diverse range of academic programs, and is organized into six faculties. It has several specialized institutions well-regarded in their fields, including the Arthur Kroeger College of Public Affairs, the Carleton School of Journalism, the School of Public Policy and Administration, and the Sprott School of Business.As of 2019, Carleton yearly enrolls about 27,000 undergraduate and more than 4,000 graduate students. Carleton has a 150-acre campus located west of Old Ottawa South, close to The Glebe and Confederation Heights. It is bounded to the North by the Rideau Canal and Dow's Lake and to the South by the Rideau River. Carleton has more than 159,000 alumni worldwide, and has produced 6 Rhodes Scholars, 29 Royal Society Fellows, 20 recipients of the Order of Canada, 8 Banting Postdoctoral Fellowship awardees, and 3 National Killam Award recipients.Carleton competes in the U Sports league as the Carleton Ravens. The Carleton Ravens are nationally renowned for their men's basketball team; a team which has won seven consecutive Canadian national championships between 2006 and 2017, in addition to 14 of the 16 championships since 2003."
Lakehead University Thunder Bay   ,"Lakehead University is a public research university with campuses in Thunder Bay and Orillia, Ontario, Canada. Lakehead University, shortened to 'Lakehead U', or 'LU', is non-denominational and provincially supported. It has undergraduate programs, graduate programs, the Bora Laskin Faculty of Law, the only internationally accredited (AACSB) business school in northern Ontario, and is home to the western campus of the Northern Ontario School of Medicine.Lakehead has more than 45,000 alumni. The main campus in Thunder Bay has about 7,900 students. As of September 2006, a new permanent extension campus in Orillia, located about 150 kilometres (93 mi) north of Toronto, has about 1,400 students."
Laurentian University Sudbury   ,"Laurentian University (French: Université Laurentienne) is a mid-sized bilingual public university in Greater Sudbury, Ontario, Canada, incorporated on March 28, 1960. While primarily focusing on undergraduate programming, Laurentian also houses the east campus of northern Ontario's only medical school—the Northern Ontario School of Medicine, which opened in 2005. Its school of Graduate Studies offers a number of graduate-level degrees. Laurentian is the largest bilingual provider of distance education in Canada.Despite claiming to have run balanced budgets in eight of the previous nine years, on 1 February 2021, Laurentian University filed suddenly for creditor protection.  As part of its restructuring, on 12 April 2021 Laurentian University announced the closure of 58 undergraduate programs and 11 graduate programs spanning a diversity of subjects. As part of these closures, some 200 faculty and staff positions were terminated. The university continues to offer 107 undergraduate programs and 33 graduate programs."
McMaster University Hamilton   ,"McMaster University (McMaster or Mac) is a public research university in Hamilton, Ontario, Canada. The main McMaster campus is on 121 hectares (300 acres) of land near the residential neighbourhoods of Ainslie Wood and Westdale, adjacent to the Royal Botanical Gardens. It operates six academic faculties: the DeGroote School of Business, Engineering, Health Sciences, Humanities, Social Science, and Science. It is a member of the U15, a group of research-intensive universities in Canada.The university bears the name of William McMaster, a prominent Canadian senator and banker who bequeathed C$900,000 to its founding. It was incorporated under the terms of an act of the Legislative Assembly of Ontario in 1887, merging the Toronto Baptist College with Woodstock College. It opened in Toronto in 1890. Inadequate facilities and the gift of land in Hamilton prompted its relocation in 1930. The Baptist Convention of Ontario and Quebec controlled the university until it became a privately chartered, publicly funded non-denominational institution in 1957.McMaster University has over 27,000 undergraduate and over 4,000 post-graduate students. Alumni and former students reside across Canada and in 139 countries. Its athletic teams are known as the Marauders, and are members of U Sports. Notable alumni include government officials, academics, business leaders, Rhodes Scholars, Gates Cambridge Scholars, and Nobel laureates."
Nipissing University North Bay   ,"Nipissing University is a public university located in North Bay, Ontario, Canada. The university overlooks Lake Nipissing. Nipissing University is recognized for providing an individualized student experience, having supportive and accessible professors, small class sizes, research opportunities for undergraduate students."
Ontario College of Art &amp; Design Toronto   ,"Toronto ( (listen), locally ) is the capital city of the Canadian province of Ontario. With a recorded population of 2,731,571 in 2016, it is the most populous city in Canada and the fourth most populous city in North America. The city is the anchor of the Golden Horseshoe, an urban agglomeration of 9,245,438 people (as of 2016) surrounding the western end of Lake Ontario, while the Greater Toronto Area proper had a 2016 population of 6,417,516. Toronto is an international centre of business, finance, arts, and culture, and is recognized as one of the most multicultural and cosmopolitan cities in the world.Indigenous peoples have travelled through and inhabited the Toronto area, located on a broad sloping plateau interspersed with rivers, deep ravines, and urban forest, for more than 10,000 years. After the broadly disputed Toronto Purchase, when the Mississauga surrendered the area to the British Crown, the British established the town of York in 1793 and later designated it as the capital of Upper Canada. During the War of 1812, the town was the site of the Battle of York and suffered heavy damage by American troops. York was renamed and incorporated in 1834 as the city of Toronto. It was designated as the capital of the province of Ontario in 1867 during Canadian Confederation. The city proper has since expanded past its original borders through both annexation and amalgamation to its current area of 630.2 km2 (243.3 sq mi).The diverse population of Toronto reflects its current and historical role as an important destination for immigrants to Canada. More than 50 percent of residents belong to a visible minority population group, and over 200 distinct ethnic origins are represented among its inhabitants. While the majority of Torontonians speak English as their primary language, over 160 languages are spoken in the city. The mayor of Toronto is elected by direct popular vote to serve as the chief executive of the city. The Toronto City Council is a unicameral legislative body, comprising 25 councillors since the 2018 municipal election, representing geographical wards throughout the city.Toronto is a prominent centre for music, theatre, motion picture production, and television production, and is home to the headquarters of Canada's major national broadcast networks and media outlets. Its varied cultural institutions, which include numerous museums and galleries, festivals and public events, entertainment districts, national historic sites, and sports activities, attract over 43 million tourists each year. Toronto is known for its many skyscrapers and high-rise buildings, in particular the tallest free-standing structure in the Western Hemisphere, the CN Tower.The city is home to the Toronto Stock Exchange, the headquarters of Canada's five largest banks, and the headquarters of many large Canadian and multinational corporations. Its economy is highly diversified with strengths in technology, design, financial services, life sciences, education, arts, fashion, aerospace, environmental innovation, food services, and tourism."
Queen&apos;s University Kingston   ,None
Royal Military College of Canada Kingston   ,"The Royal Military College of Canada (French: Collège militaire royal du Canada), commonly abbreviated in English as RMC, is the military college of the Canadian Armed Forces and, since 1959, a degree-granting university training military officers. RMC was established in 1874 and conducted its first classes on June 1, 1876. It is the only federal institution in Canada with degree-granting powers. The Government of Ontario empowered the college to confer degrees in arts, science, and engineering through The Royal Military College of Canada Degrees Act, 1959. Programs are offered at the undergraduate and graduate levels, both on campus as well as through the college's distance learning programme via the Division of Continuing Studies.Located on Point Frederick, a 41-hectare (101-acre) peninsula in Kingston, Ontario, the college is a mix of historic buildings and more modern academic, athletic, and dormitory facilities. Officer cadets of the Royal Military College of Canada are trained in what are known as the ""four pillars"" of academics, officership, athletics, and bilingualism."
Ryerson University Toronto   ,"Ryerson University (colloquially referred to as Ryerson, RyeU or RU) is a public research university located in Toronto, Ontario, Canada. The university's core campus is situated within the Garden District, although it also operates facilities elsewhere in downtown Toronto. The university operates seven academic divisions/faculties, the Faculty of Arts, the Faculty of Communication and Design, the Faculty of Community Services, the Faculty of Engineering and Architectural Science, the Faculty of Science, the Lincoln Alexander School of Law, and the Ted Rogers School of Management. Many of these faculties are further organized into smaller departments and schools. The university also provides continuing education services through the G. Raymond Chang School of Continuing Education.The institution was established in 1948 as the Ryerson Institute of Technology, named after Egerton Ryerson—a prominent contributor to the design of the Canadian public school system and the Canadian Indian residential school system. In 1964, the institution was reorganized under provincial legislation, and renamed Ryerson Polytechnical Institute. Under that name, the institution was granted limited degree-granting powers during the 1970s.  The institution was reorganized into a full-fledged university in 1993, and renamed Ryerson Polytechnic University. In 2002, several years after the university's school of graduate studies was established, the university adopted its current name, Ryerson University. On August 26, 2021, the university announced it would be renamed due to reconciliation of Egerton Ryerson's involvement in the residential school system; however, the school's new name has not yet been decided or announced.The university is a co-educational institution, with approximately 44,400 undergraduates and 2,950 graduate students enrolled there during the 2019–20 academic year. A number of individuals have graduated from the institution, with Ryerson having nearly 170,000 alumni as of 2017. The university's athletics department operates several varsity teams that play as the Ryerson Rams, competing in the Ontario University Athletics conference of U Sports."
