Rocksteady Studios,"Rocksteady Studios Limited is a British video game developer based in London, England. Founded on 13 December 2004, the studio is best known for its work in the Batman: Arkham series. The company is a subsidiary of Warner Bros. Interactive Entertainment."
Nintendo EAD Tokyo Development Group,"Nintendo Entertainment Analysis & Development Division, commonly abbreviated as Nintendo EAD and formerly known as Nintendo Research & Development No.4 Department (abbreviated as Nintendo R&D4), was the largest software development division within the Japanese video game company Nintendo. It was preceded by the Creative Department, a team of designers with backgrounds in art responsible for many different tasks, to which Shigeru Miyamoto and Takashi Tezuka originally belonged. Both served as managers of the EARD studios and were credited in every game developed by the division, with varying degrees of involvement. Nintendo EAD was best known for its work on games in the Donkey Kong, Mario, The Legend of Zelda, F-Zero, Star Fox, Animal Crossing, Pikmin and Wii series.Following a large company restructuring after the death of company president Satoru Iwata, the division merged with Nintendo's Software Planning & Development division in September 2015, becoming Nintendo Entertainment Planning & Development."
Naughty Dog,None
Rockstar North,"Rockstar North Limited (formerly DMA Design Limited) is a British video game development company and a studio of Rockstar Games based in Edinburgh. The company was founded as DMA Design in Dundee in 1987 by David Jones, soon hiring former classmates Mike Dailly, Russell Kay, and Steve Hammond. During its early years, DMA Design was backed by its publisher Psygnosis, primarily focusing on Amiga, Atari ST and Commodore 64 games. During this time, they created successful shooters such as Menace, and Blood Money, but soon turned to platform games after the release of Lemmings in 1991, which was an international success and led to several sequels and spin-offs. After developing Unirally for Nintendo, DMA Design was set to become one of their main second-party developers, but this partnership ended after Nintendo's disapproval of Body Harvest.In 1997, DMA released Grand Theft Auto, which was a huge success; the game sparked a successful series. The company was soon acquired by Gremlin Interactive. Following the release of Grand Theft Auto 2, Gremlin was acquired by Infogrames. After the Infogrames acquisition, the DMA Design assets were sold to Take-Two Interactive. In 2001, after the release of Grand Theft Auto III, DMA Design was ultimately renamed Rockstar North and became part of the Rockstar Games label. After the shift, the company worked on new titles, including Manhunt, provided support to other Rockstar games such as Red Dead Redemption and Max Payne 3, and continued the Grand Theft Auto franchise with Grand Theft Auto IV (2008) and Grand Theft Auto V (2013). Both games are considered to be among the best video games made, and Grand Theft Auto V became the second-best-selling game of all time. Leslie Benzies headed the studio since the Take-Two acquisition until his departure in 2016."
Nintendo,"Nintendo Co., Ltd. is a Japanese multinational video game company headquartered in Kyoto, Japan. It develops video games and video game consoles.Nintendo was founded in 1889 as Nintendo Karuta by craftsman Fusajiro Yamauchi and originally produced handmade hanafuda playing cards. After venturing into various lines of business during the 1960s and acquiring a legal status as a public company, Nintendo distributed its first console, the Color TV-Game, in 1977. It gained international recognition with the release of Donkey Kong in 1981 and the Nintendo Entertainment System and Super Mario Bros. in 1985.Since then, Nintendo has produced some of the most successful consoles in the video game industry, such as the Game Boy, the Super Nintendo Entertainment System, the Nintendo DS, the Wii, and the Switch. It has created numerous major franchises, including Mario, Donkey Kong, The Legend of Zelda, Pokémon, Kirby, Metroid, Fire Emblem, Animal Crossing, Splatoon, Star Fox, Xenoblade Chronicles, and Super Smash Bros. Nintendo's mascot, Mario, is internationally recognized.Nintendo has multiple subsidiaries in Japan and abroad, in addition to business partners such as The Pokémon Company and HAL Laboratory. Nintendo and its staff have received awards including Emmy Awards for Technology & Engineering, Game Awards, Game Developers Choice Awards, and British Academy Games Awards. It is one of the wealthiest and most valuable companies in the Japanese market."
Nintendo,"Nintendo Co., Ltd. is a Japanese multinational video game company headquartered in Kyoto, Japan. It develops video games and video game consoles.Nintendo was founded in 1889 as Nintendo Karuta by craftsman Fusajiro Yamauchi and originally produced handmade hanafuda playing cards. After venturing into various lines of business during the 1960s and acquiring a legal status as a public company, Nintendo distributed its first console, the Color TV-Game, in 1977. It gained international recognition with the release of Donkey Kong in 1981 and the Nintendo Entertainment System and Super Mario Bros. in 1985.Since then, Nintendo has produced some of the most successful consoles in the video game industry, such as the Game Boy, the Super Nintendo Entertainment System, the Nintendo DS, the Wii, and the Switch. It has created numerous major franchises, including Mario, Donkey Kong, The Legend of Zelda, Pokémon, Kirby, Metroid, Fire Emblem, Animal Crossing, Splatoon, Star Fox, Xenoblade Chronicles, and Super Smash Bros. Nintendo's mascot, Mario, is internationally recognized.Nintendo has multiple subsidiaries in Japan and abroad, in addition to business partners such as The Pokémon Company and HAL Laboratory. Nintendo and its staff have received awards including Emmy Awards for Technology & Engineering, Game Awards, Game Developers Choice Awards, and British Academy Games Awards. It is one of the wealthiest and most valuable companies in the Japanese market."
Capcom,None
Valve,None
Nintendo EAD,None
"Retro Studios, Nintendo","Retro Studios, Inc. is an American video game developer and subsidiary of Nintendo based in Austin, Texas. The studio is best known for its work on the Metroid Prime and Donkey Kong Country series, and has contributed to several other Nintendo-developed projects, such as Metroid Prime Hunters and Mario Kart 7.Retro was founded on September 21, 1998, as an alliance between Nintendo and Iguana Entertainment founder Jeff Spangenberg, hoping to create games for the upcoming GameCube aiming at an older demographic. The company began work on four games, all of which were canceled once Retro focused their resources on Metroid Prime, the first Metroid game developed outside Japan. The success of Metroid Prime led Retro to work on three sequels, and later to become involved with reviving the Donkey Kong series with Donkey Kong Country Returns."
